,Sentence,Label
1979,Biri bu insanlara soy aðacýnýn açýklamasýný yapsýn kafayý yiyeceðim yoksa,"kizgin"
1980,Gün içinde doðum günümü kutlayan veya kultlamayandan allah razý olsun çok teþekkür ederim,"mutlu"
1981,Az önce burnumun ucuna að atmýþ bir örümcek burnuma doðru týrmanýyodu býktým bu hayattan,"uzgun"
1982,Herkese sinir oluyorum bu aralar niye böyle. ,"kizgin"
1983,Þu an öyle bir sinirliyim ki lan ne kadar saçma salak insanlar var,"kizgin"
1984,"Biraz önce karpuzun sebze oldugunu öðrendim, hayretler içindeyim.","surpriz"
1985,Kantinden kahve aldým 2.5 tl dedi ben þok kendini starbucks falan sandý heralde ,"surpriz"
1986,Çok fena iftira atýldý üstüme þu an çok sinirliyim,"kizgin"
1987,Sinir akýyor kanýmdan yemin ederim kafayý yiyeceðim,"kizgin"
1988,Çok mutluyum ay kesin birilerinin nazarý deðecek ama olsun :D,"mutlu"
1989,Bu kadar üþengeç olmayý nasýl baþarýyorum bazen kendime hayret ediyorum.,"surpriz"
1990,Aþýrý sinirlendim üstüne üstlük bir de açým,"kizgin"
1991,"Kutsal ruh dedim, Ayler, kutsal hayalet demiþim gibi korkma; kork saksofonun elinde patlamasýndan","korku"
1992,Çok mutluyum þu an inþallah caným görürüm seni bak þarký demek ki tesadüf deðilmiþ,"mutlu"
1993,Yüzünü göstermesine aþýrý þaþkýným sehundan beklenmeyen hareketler,"surpriz"
1994,Öldün mü kaldýn mý endiþelendim kanki,"korku"
1995,Annemden ve babamdan nefret ediyorum. ,"kizgin"
1996,Mesela böyle gök gürültülü ve þimþekli havalarý sevmem çünkü korkuyorum gök gürültüsü duyunca titrerim aþýrý korkuyorum ,"korku"
1997,Diþçiye gitmem gerekiyor lakin benim diþçi fobim var,"korku"
1998,Kiþilere deðil kiþiliksizliklere öfkeliyim,"kizgin"
1999,"Kasýmda harbiden aþk baþkaymýþ, mal bu dediðim arkadaþlarým sevgilileriyle hikaye paylaþýyor ben þok","surpriz"
2000,Karanlýkta iþe gitmek icin hazýrlanmak çok sinir bozucu... Uykum var,"kizgin"
2001,"Bir dilim tatlý yedim tam þuan, mutluyum teþekkürler","mutlu"
2002,bugün aktif olamadým hüzünlüyüm,"uzgun"
2003,Bu saatte uyandýrýldým ve sinirliyim.,"kizgin"
2004,Güzel bir kýz instaya fotoðraf atmýþ 3 kere gördüm 3ünde de reflexle beðendim,"mutlu"
2005,Aziz Yýldýrým defol git hayatýmýzdan küflü peynir.,"kizgin"
2006,"Çok mutsuzum, ya çiðköfte yemem lazým, ya makarna yemem lazým ya da alýþveriþ yapmam lazým.","uzgun"
2007,“Aaa ne kadar kilo vermiþsin.” Ciddi olamazsýn ya tüm sýrrý bozdun.,"surpriz"
2008,'Bizi bilim kurtaracak din deðil' Harbi mi amk ciddi olamazsýn,"surpriz"
2009,Vay çoktan Cumartesi’den yemeye baþlamýþýz bile helal olsun akýyor resmen,"surpriz"
2010,sen mi yaptýn yok artýk inanmam hazýr almýþsýndýr :)))) ne bunlar,"surpriz"
2011,2018 den ilk beklentim gerçekleþti ve istediðim oranda zam aldým bir miktar sevinçliyim :),"mutlu"
2012,Halis çok komik bir hücum faul verdi topa dokunan da hücumcu,"mutlu"
2013,Hesap yaptým derbi maç sonucunu buldum... bende hayret ettim.,"surpriz"
2014,Allah affetsin buna çok güldüm ,"mutlu"
2015,Saçýný boyattýn anladýk da Gökkuþaðýna dönmek neyin nesi mal mýsýn kýzým sen?,"kizgin"
2016,Gratise vereceðim parayý kpss kitaplarýna verdiðim için fazlaca mutsuzum,"uzgun"
2017,küfür olduðu için uzgunüm yakýþmadý bana,"uzgun"
2018,Gece gece patates kýzartmasý ve Ýzmir köftesi yiyorum mutluyum :),"mutlu"
2019,Derste aniden kalkýp allahu ekber diye baðýracaðým vallahi yeter,"kizgin"
2020,"Kaygýlý insanlarla dertleþmeyi seviyorum çünkü anlaþýldýðýmý hissediyorum. Býktým ""abartma, boþver"" diyenlerden","uzgun"
2021,sinirliyim ve bu beni daha da çirkin yapýyor,"kizgin"
2022,Gece gece duvarýmla uðraþýyorum çünkü sýkýldým,"uzgun"
2023,"Var ya böyle kendimi lime lime kesip ölmeyi beklemek istiyorum artýk. Ýçime içime üzülmekten, kimseye anlatmamaktan tükendim.","uzgun"
2024,Halep’te hava saldýrýsý: 10 ölü,"korku"
2025,Seninle yaþamak isteyipte yaþayamadýðým her þey için bu hayata ayrý ayrý kizginým,"kizgin"
2026,"Bir anýmýz var en çok onu unutmam diyordum, en çok onun için piþmaným.","uzgun"
2027,Beyin hücresini taneyle mi verdiler lan size bu kadar da olmaz lan nefret ediyorum sizden ,"kizgin"
2028,Yeter diye baðýracaðým þimdi,"kizgin"
2029,Arkadaþlar çok eðlendim ama þakaydý hepsi alýnmayýn,"mutlu"
2030,"Acý çekiyorum, ama bunu hak edip etmediðimi bilmiyorum. Karamsar deðilim, hüzünlüyüm.","uzgun"
2031,Ýngilizcenin 'i' sini bilmeyip fotolarýnýz altýnda ingilizce edebiyat parçalamanýz epey komik.,"mutlu"
2032,Uyanýr uyanmaz bugün harika bir gün olacak harika hissediyorum :) dedikten sonra yorgana takýlýp kapaklanmýþ gibi bir gün.,"mutlu"
2033,Batak oynayan gelsin sýkýldým anam,"uzgun"
2034,Olamadýklarým için uzgunüm. Beni olduklarýmla kabullen..,"uzgun"
2035,Bütün planlarýmý 20 yaþýma kadar yapmýþtým. Sonrasý benim için de sürpriz oldu ,"surpriz"
2036,Yorgun mutsuz ve umutsuzum,"uzgun"
2037,"Dünyaya gözlerimi açtýðým gün bugün, kendimi harika hissediyorum :) Günaydýnlar","mutlu"
2038,Birden geldin aklýma yakýverdin ýþýklarý. Hayret ettim galiba mutluluktan... ,"surpriz"
2039,Fiber ana hattýný koparmýþlar peki ne yaparken tabiki de kazý çalýþmasý yaparken ne kadar þaþýrtýcý (!) bir durum,"surpriz"
2040,Sonsuz teþekkürler sana ziyan olan bir aþk için,"mutlu"
2041,Yeni birine alýþma ihtimali bile çok korkutucu.,"korku"
2042,8:12 de uyanýp 15 geçe aþaðý indim.. Harikayým,"mutlu"
2043,"Ýzin verirsen þimdi biraz küfür edeceðim, kulaklarýný kapatýr mýsýn, beni böyle hatýrlamaný istemem.","kizgin"
2044,"ragnar öldü, aþýrý mutsuzum. vize haftasý bile böyle koymamýþtý... ","uzgun"
2045,Çok endiþelendim. Bugün zam yapýlmadý. Acaba hükümetin baþýna birþey mi geldi.,"korku"
2046,Bugün burdaki bazý tweetlere aðzým açýk kaldý beklemediðim insanlardan beklenmeyen tavýrlar þok oldum hayat hergün birþey öðretiyor,"surpriz"
2047,Bana beni geri ver defolup git nereye gidiyorsan git,"kizgin"
2048,Kendini kime kanýtlamaya çalýþýyorsun mal mýsýn,"kizgin"
2049,"Aaa bu ismi denedim ve oldu, bu çocuk hesabý cidden kapatmýþ bu sefer","surpriz"
2050,Uykuyu tutamadýðým gecelerde dönüp de yazdýklarýma baktýðýmda bazen hayret ettim.,"surpriz"
2051,Seni seviyorum ama bu hareketleri deðil,"mutlu"
2052,Acil servisi o kadar özledim ki aðlamak istiyorum,"uzgun"
2053,Rimelim çok güzel kývýrýyor ya kendimi harika hissediyorum þu an,"mutlu"
2054,Daha þaþkýnlýk verici olaný; Sen bu duruma nasýl þaþýrýyorsun Babako,"surpriz"
2055,Kuþ ve palyaço fobim var. Kuþlar lütfen benden uzak durun,"korku"
2056,Bu nasýl bir kudurmuþluk þaþtým kaldým vallahi,"surpriz"
2057,Geçmiþte çok yýprandým o yüzden geleceðimi umursamýyorum,"uzgun"
2058,"Sonbahar çok güzel ve ev. ev çok güzel, sonbahar harika. ","mutlu"
2059,yolda yürürken birden yere oturup tükendim yeter demek istiyorum,"uzgun"
2060,O nasýl bir fondoten sürmektir kadýn ödüm koptu,"korku"
2061,Stan Lee lütfen daha fazla yaþlanma lütfen lütfen seni çok seviyorum,"mutlu"
2062,Az önce sodayý açmaya çalýþýrken her yere döktüm sakar ve öfkeliyim þu an,"kizgin"
2063,Durduk yere gözüm kanlandý çýldýracaðým nazar deðdirmeyin yeter,"kizgin"
2064,Matçýya kýsýk sesle sus dedim hoca duydu tamam dedi amk sikecek diye çok korktum,"korku"
2065,Eko þu an karþýmda sinir küpü. 'Tansu sen niye beni oyunda geçiyorsun strese sokuyorsun beni',"kizgin"
2066,Gripli ve öfkeliyim bu yüzden hepinizi karantinaya alýyorum,"kizgin"
2067,Siz siz olun abinizi veya ablanýzý kesinlike üzmeyin ben üzdüm çok piþmaným ,"uzgun"
2068,Bade Ýþçil'i yeni dizisinde görünce þoka uðradým. Çok beðendiðim bir kadýndý. Neden yapmýþ bunu kendine?,"surpriz"
2069,bu gece aklýma takýlan konu þu; eski sevgilimin neden muþlu olduðu çok dertlendim ben ya,"uzgun"
2070,Hayal kýrýklýðý yaþamaktan yýprandým,"uzgun"
2071,"Sen o dönemi nasýl atlattýn diyo, vallahi bana da sürpriz oldu kendimden beklemiyordum hiç","surpriz"
2072,Þu an çok keyiflendim harika hissediyorum ,"mutlu"
2073,La case de papeli erkenden sorunsuz ve spoilersiz bitirdiðim için çok mutluyum Allahým,"mutlu"
2074,Bugün yürürken inek boku gördüm ne kadarda BTS antisine benziyor þaþtým kaldým yahu,"surpriz"
2075,Düðün dönüþü facia: 3 ölü 17 yaralý,"korku"
2076,"Lan delireceðim gördük amk tamam snapchat, instagram, twitter, whatsapp her yerde niye paylaþýyorsun ya.","kizgin"
2077,Beni seninle muhattap eden hayatýn vizyonsuzluðunada baya bir kizginým.,"kizgin"
2078,Gölgemden korktum arkamda biri var sandým aq iyice psikolojim bozuldu,"korku"
2079,Deniz Baykal yaþýyor mu? Yok artýk inanmam,"surpriz"
2080,Çok þýk hareketler bunlar Eðlenceli bir haftasonu olacak Merakla bekliyoruz :)),"mutlu"
2081,Bazý arkadaþlarýmýzý verip iki tabak mantý alabilsek keþke,"uzgun"
2082,Aþýrý agresifim ya biri bana selam verse de niye selam veriyosun diye kavga çýkarsam,"kizgin"
2083,Yine aldýðým kararlar en çok bana sürpriz oldu,"surpriz"
2084,Ne güzel yerde oturuyorsunuz çok beðendim... ,"mutlu"
2085,"görüntü korkunçtu. ama daha korkunç olaný; saðlýða bu kadar titiz olan ülkemin, tecavüzcüleri serbest býrakýlýyor olmasý.","korku"
2086,Çok pis küfredesim var da edeceðim küfür bile sizden kaliteli amk.,"kizgin"
2087,Hasta sinirli ve agresifim,"kizgin"
2088,"Naifçe gayrimeþru kovalardýk, özledim o yýllarý.","uzgun"
2089,"6 yaþýndan sonrasý banada sürpriz oldu, oran 12.50","surpriz"
2090,Geçtim karþýsýna tam patýr patýr her þeyi söylüyorum korktum yumuþamaktan,"korku"
2091,Senden güzeldi belki de seni sevmek,"mutlu"
2092,"Olacaðý varsa oluyor ya hani, biteceði varsa da bitsin. YORULDUM","uzgun"
2093,haha daha nolsun kýz :D Teyzemin sohbeti neþesi yeter de artar bile.. :D ,"mutlu"
2094,Herkes hayatý boyunca hata yapar ama emin ol en büyük piþmanlýðým sensin,"uzgun"
2095,O kadar sinirliyim ki 5 kilo dondurma anca geçirir,"kizgin"
2096,Dünyanýn en sýkýntýlý durumu metroda çiþinin gelmesi ben aðlýyorum þahsen baþka çözümüm yok,"uzgun"
2097,An itibariyle teyze oldum çok heyecanlýyým,"mutlu"
2098,Oha iki saat aralýksýz telefonda mý konuþtunuz inanýlmaz havalýsýnýz ya.Bir de ssni hikayene mi attýn vay efsanesiniz ,"surpriz"
2099,Kim bunu yapmýþsa ellerine saðlýk o kadar güldüm ki,"mutlu"
2100,Lübnan'daki Filistin mülteci kampýnda çatýþma: 1 ölü ,"korku"
2101,Hayatýmda gördüðüm en korkunç þeylerden biri bu robot ailesi ,"korku"
2102,"Sana ""Urfalý olduðun hiç belli olmuyor"" denmesi þaþýrtýcý","surpriz"
2103,Nasýl bu kadar çok içebiliyorum ben bile hayretler içindeyim,"surpriz"
2104,Þu gezme kelimesini alýþveriþ yapmak olarak algýlayan kýzlara bir hayli sövüyorum,"kizgin"
2105,Ýnan ben hangi yüzüne konusacaðýmý þaþýrdým.,"surpriz"
2106,Yarýn sabah uyumadýðým her dakika için kendime küfür edeceðim,"kizgin"
2107,"Ben bu instadaki giflerden zýplayan adamý çok sevdim, mesaim renklendi","mutlu"
2108,E bende az psikopat deðilmiþim korktum ,"korku"
2109,Ýçimde biriken hislerin birdenbire patlayarak beni zerreler halinde daðýtacaðýndan korkuyorum.,"korku"
2110,Ben bu Sezon gördüðüm Maçlarda Harun’u çok beðendim..,"mutlu"
2111,Ne güzel inandýrdýnýz kendinizi kendi yalanýnýza hayret ettik,"surpriz"
2112,8. Þubenin deposu ve personel alaný tam korku filmi çekilecek gibi ayarlanmýþ ürktüm,"korku"
2113,Hayret ettim kalbime bazen..,"surpriz"
2114,Düþman kardeþleri izlerken bir yerden Bade'nin anneannesi fýrlayacak diye korkuyorum ,"korku"
2115,Robert pattinson müslüman olmuþ. Duyunca çok þaþýrdým,"surpriz"
2116,Hepsini bir arada nasýl yedin hayretler içindeyiz diyetim ve ben,"surpriz"
2117,"Ben çok üzüldüm, sen üzülmedin mi?","uzgun"
2118,Aþýrý aðzý gevþekleri hatýrladým þu an çok sinirlendim,"kizgin"
2119,Ay bir an engel yedim sandým ve onca tweetim atýlmadý sandým ödüm koptu ,"korku"
2120,Oha bu o mu gerçekten,"surpriz"
2121,"Çok sýkýldým , azcýk da þu tarafa doðru sýkýlýyým","uzgun"
2122,"Þu 24 saat ulaþým olayýna neden bu kadar sevindim anlamadým, senede 5 kere anca kampüsten çýkýyom zaten .s","mutlu"
2123,Bipolarým ben sanýrsam kabuslar falan ,"korku"
2124,"Son þarkýmý dinleyip bu tatlý, minnoþ ve tatlý minnoþ geceye veda ediyorum iyi geceler","mutlu"
2125,Yok daha neler. Erkeðe de küpe mi olurmuþ. Bunlar ters þeyler. Baþka mahalleye lütfen..,"surpriz"
2126,Yalnýz her ikisinin de içinde gizliden gizliye büyüyen bir korku vardý: Bir gün gelip ayrýlmak korkusu.,"korku"
2127,Fiilimsiler yapým eki kabul ediliyormuþ baya þaþkýnlýk verici bir bilgi,"surpriz"
2128,Oha yemek yemeye gittim geldim maç 2-2 olmuþ,"surpriz"
2129,Yine delirmek üzere olduðum bir sahne Eyþan sana çok kizginým,"kizgin"
2130,Þarjým son bir haftadýr 2 gün dayanýyor hayretler içindeyim,"surpriz"
2131,Þu gecemi geciktiren akþama da kizginým,"kizgin"
2132,"Öyle yorgunum ki boyle ayak bileklerimden asaðýsý sýzlýyor, sað omzum çanta askýsýndan 3 cm çökmüþ bile olabilir... ","uzgun"
2133,Oha ýþýk hýzýna yaklaþan bir deney ekibi buldum þoktayým,"surpriz"
2134,Ýnternet alt yapým gamer olmama izin vermiyoruz uzgunüm türkiye e spor camiasý,"uzgun"
2135,Aklýmý kaybetmekten deðil de bulmaktan çok korkuyorum...,"korku"
2136,"Kerkük'te büyük facia: 20 ölü, 100 yaralý","korku"
2137,Demek önünden geçerken þempanze sesi çýkardýn vay inanýlmaz etkileyicisin,"surpriz"
2138,Aþýrý yorgun ve mutsuzum. Galiba hayattan bir beklentim de yok,"uzgun"
2139,"Hem askerinden kork, hem askerini ziyaret et","korku"
2140,Aþýrý sinirlendim ya bu kadar insanlýðýnýzý kaybetmiþ olamazsýnýz,"kizgin"
2141,Bugün yine onlar vardý aaa dedim ilk görünce þok olmuþtum,"surpriz"
2142,"Keþke hayal kýrýklýðý zayýflatsaydý, ne güzel þimdiye kadar yok olmuþtum","uzgun"
2143,Alýþveriþ yapmam lazým çünkü sinirleniyorum.,"kizgin"
2144,Takýmýmýz Gençlerbirliði'nin üzerine kabus gibi çöktü,"korku"
2145,Hoþuma giden dedikodu varsa sorup sorup tekrar dinliyorum çok eðlenceli ya,"mutlu"
2146,Þarjým 1 di ekran kapanýnca telefon kapandý sandým ödüm koptu,"korku"
2147,Lan delireceðim boyum kýsalmýþ çekmiþim amk 1.49 boy mu olur atýn beni denizlere,"kizgin"
2148,Spotify Haftalýk Keþif'in komple Türkçe þarký ile dolmasý. Endiþe verici... ,"korku"
2149,"Depresyondayým, korku filmi izliyorum altýma sýçmak üzereyim çikolatam da bitti kabus þimdi baþlýyor..","korku"
2150,keþke kýrýldýðýmýz zaman karþý tarafa anlýk bildirim falan gitseydi anlaþýlmamak kahrediyor insaný,"uzgun"
2151,Seni bilmem ama ben yeterince özledim,"mutlu"
2152,21 yaþýndayým baþtaki tivit silinmiþ sinirliyim ,"kizgin"
2153,Karanlýk fobim var benim nasýl uyuyayým,"korku"
2154,Bugün English Home kasiyeri bana Allah'a emanet olun dedi biraz korktum,"korku"
2155,Agresifim kesin birini tekmeleyeceðim bugün,"kizgin"
2156,Geri geldim hiç olmadýðým kadar agresifim yenilendim,"kizgin"
2157,Rabbim Þahadetini kabul etsin insallah Çok uzgunüm ... ,"uzgun"
2158,Aaa konuþan göt yapmýþlar. Ben þok ,"surpriz"
2159,Yaþasýn bugün dizim var!!,"mutlu"
2160,Uður Dündar beni engellemiþ. Ben ne ettim bu adama bilmiyorum. Hayret ya,"surpriz"
2161,Fernandao nasýl oyunda kaldý bugün gerçekten þaþkýnlýk verici maç içinde 2 kýrmýzýsý var,"surpriz"
2162,Alt kattan her gece bu saatlerde inanýlmaz güzel bir sesle söylenen Elfida komþularla sýfýr sorun politikama yardýmcý olacak gibi ,"mutlu"
2163,Yýprandým belkide herkesten daha çok belkide senden daha çok,"uzgun"
2164,Hesap sýnýrlandýrýldý askýya alýndý diye ödüm koptu sabit tvitime yazýk olurdu,"korku"
2165,"kulaklýðýmý buldum, çok mutluyum ","mutlu"
2166,çok agresif hissediyorum þu an yani bilmiyorum belki de çiþim olduðundandýr,"kizgin"
2167,Bir korku filmi izleyim de korkudan altýma sýçýp gece uyuyamayayým Allah'ým ne kadar da çýlgýným,"korku"
2168,"Turgay Güler'in sesi güzelmiþ, yorumunu da beðendim.Resmi törenlerde görev alabilir.","mutlu"
2169,Küfür etmek istemiyorum ama amýna koyayým,"kizgin"
2170,Kimsesiz olmak çok güzel birþey deðil mi karýþanýn yok harika bir duygu,"mutlu"
2171,"Ara ara kendime ""Ben harbi sarý saçlýyým ha "" diye hayret ediyorum.","surpriz"
2172,"Kendime kizginým çünkü en büyük hatayý yaptým, sana deðer verdim.","kizgin"
2173,Bulaþýk yýkadým çok korkunçtu bir an ölücem sandým,"korku"
2174,"Benim artýk kalbim dayanmýyor, çok yoruldum. ","uzgun"
2175,Arda admin bugün sinirliyim taymin enerjisini düþürmek istemedim,"kizgin"
2176,Çevremde kimseyle konuþmak istemiyorum.Ýcimde fýrtýnalar kopuyor.Mutlu gibi görünmekten yoruldum.,"uzgun"
2177,"Çeviri bir kitap üzerinde çalýþýyorum, bir ifade ""uyuz olduðu"" diye çevrilmiþ. Gözlerime inanamadým :) ","surpriz"
2178,çok sýkýldým ya siz sýkýlmadýnýz mý gençler sanki saat geçmiyor,"uzgun"
2179,Okumaktan býktým bunaldým yýprandým,"uzgun"
2180,Ben kendimle savaþýrken senin kazanman bana da biraz sürpriz oldu.,"surpriz"
2181,"bazen hayat yalnýz kalmamak için verdiðimiz mücadeleden ibaret diye düþünüyorum, çok korkutucu","korku"
2182,70 deyiz berke abilerle gitar çalýp þarký söylüyor çok harika müthiþ bir ortamdayýz ,"mutlu"
2183,Bu kadar yalanla nasýl yaþayabiliyosun hayret ediyorum,"surpriz"
2184,Gratis nolur artýk indirim yapma tükendim,"uzgun"
2185,Yalandan yýlandan hepsinden bezdim,"uzgun"
2186,1 gol 2 asist biri kendi kalesine vay reis kaldý 22,"surpriz"
2187,Rezil bir rüya gördüm ve bugün 19u. Biraz ürktüm...,"korku"
2188,Aðlýyorum þu an çok kötü oldum niye üzdünüz adamý ,"uzgun"
2189,Halen þoktayým deli bu çocuk gözlerime inanamadým karþýmda görünce rüyamýydý Allah'ým yakýþýklý manyak ?? hap mý içtin neydi bakan gözlerin ?? ,"surpriz"
2190,Ata bu akþam bize sürpriz yaptý,"surpriz"
2191,Tek baþýma yaptýðým kahvaltý çok eðlenceli ,"mutlu"
2192,Kurban bayramýnýz mübarek olsun Sevdiklerinizle birlikte nice mutlu saðlýklý bayramlara ,"mutlu"
2193,Benim ödüm koptu tencere düþerken,"korku"
2194,Sana kalan son gücümle geldim derken þaka yapmýyodum ve tükendim artýk hiç bileye gücüm kalmadý,"uzgun"
2195,"vallahi bugün çok güzeldi, güzel gidiyor, güzel biter in?allah.","mutlu"
2196,Dayým az önce trip attý ben þok,"surpriz"
2197,Burcu sarhoþ oldu ve çok eðlendim,"mutlu"
2198,Uykum var yorgunum acýktým sýkýldým bunaldým Allah'tan bir derdim yok,"uzgun"
2199,"Fed/Evans, ""ABD'de enflasyon bekleyiþlerindeki düþüþ endiþe verici""","korku"
2200,Yine 10 lu halleyi bitirecek kadar uzgunüm,"uzgun"
2201,Ben niye burdan sýkýldým ya hiç olmazdý böyle,"uzgun"
